test_name,solver,graph_set,graph_idx,graph_order_min,graph_order_max,graph_order_avg,graph_order_med,graph_density_min,graph_density_max,graph_density_avg,graph_density_med,exec_time_min,exec_time_max,exec_time_avg,exec_time_med,colors_min,colors_max,colors_avg,colors_med
"Generic test","aus_3_mach_2_elim","tests/input/50_150n_50d.gsm",0,150,150,150.0,150,0.5,0.5,0.5,0.5,59994.5658,96853.1196,77664.7505,79208.4408,25.0,29.0,26.82,27.0
"Generic test","aus_3_mach_2_elim","tests/input/50_150n_70d.gsm",0,150,150,150.0,150,0.7,0.7,0.7,0.7,287172.1619,421246.826,351525.1114,351632.7616,37.0,41.0,39.06,39.0
"Generic test","aus_3_mach_2_elim","tests/input/50_150n_90d.gsm",0,150,150,150.0,150,0.9,0.9,0.9,0.9,1472643.189,3076728.7896,2038487.0675,1871529.8593,58.0,64.0,60.64,61.0
"Generic test","greedy_max_and_elim_colors","tests/input/50_50n_10d.gsm",0,50,50,50.0,50,0.0996,0.0996,0.0996,0.0996,3.4593,7.3937,4.8528,4.7294,4.0,4.0,4.0,4.0
"Generic test","greedy_max_and_elim_colors","tests/input/50_50n_30d.gsm",0,50,50,50.0,50,0.3004,0.3004,0.3004,0.3004,4.8332,12.4388,7.0964,6.8293,7.0,8.0,7.6,8.0
"Generic test","greedy_max_and_elim_colors","tests/input/50_50n_50d.gsm",0,50,50,50.0,50,0.4996,0.4996,0.4996,0.4996,7.558,12.1909,9.1403,9.2671,10.0,12.0,11.12,11.0
"Generic test","greedy_max_and_elim_colors","tests/input/50_50n_70d.gsm",0,50,50,50.0,50,0.7004,0.7004,0.7004,0.7004,7.7458,19.2228,9.848,9.3655,14.0,17.0,15.96,16.0
"Generic test","greedy_max_and_elim_colors","tests/input/50_50n_90d.gsm",0,50,50,50.0,50,0.8996,0.8996,0.8996,0.8996,7.1528,14.2441,10.5541,10.5217,22.0,25.0,23.52,23.0
"Generic test","greedy_max_and_elim_colors","tests/input/50_100n_10d.gsm",0,100,100,100.0,100,0.1,0.1,0.1,0.1,13.256,33.0035,18.2263,17.7918,5.0,7.0,5.98,6.0
"Generic test","greedy_max_and_elim_colors","tests/input/50_100n_30d.gsm",0,100,100,100.0,100,0.3,0.3,0.3,0.3,16.021,25.822,22.4008,22.5728,11.0,13.0,12.26,12.0
"Generic test","greedy_max_and_elim_colors","tests/input/50_100n_50d.gsm",0,100,100,100.0,100,0.5,0.5,0.5,0.5,16.0004,37.8756,27.0702,27.3315,18.0,20.0,18.9,19.0
"Generic test","greedy_max_and_elim_colors","tests/input/50_100n_70d.gsm",0,100,100,100.0,100,0.7,0.7,0.7,0.7,22.758,62.1473,35.455,32.4531,25.0,29.0,27.14,27.0
"Generic test","greedy_max_and_elim_colors","tests/input/50_100n_90d.gsm",0,100,100,100.0,100,0.9,0.9,0.9,0.9,28.3276,82.0993,47.4042,41.2392,39.0,45.0,41.76,42.0
"Generic test","greedy_max_and_elim_colors","tests/input/50_150n_10d.gsm",0,150,150,150.0,150,0.1,0.1,0.1,0.1,30.3912,47.8939,35.8836,35.7439,7.0,8.0,7.84,8.0
"Generic test","greedy_max_and_elim_colors","tests/input/50_150n_30d.gsm",0,150,150,150.0,150,0.3,0.3,0.3,0.3,43.9354,71.7541,51.2327,48.8421,16.0,18.0,16.44,16.0
"Generic test","greedy_max_and_elim_colors","tests/input/50_150n_50d.gsm",0,150,150,150.0,150,0.5,0.5,0.5,0.5,47.3176,68.328,60.7033,61.7015,24.0,27.0,25.78,26.0
"Generic test","greedy_max_and_elim_colors","tests/input/50_150n_70d.gsm",0,150,150,150.0,150,0.7,0.7,0.7,0.7,50.6586,106.7915,79.5132,75.2084,36.0,40.0,37.84,38.0
"Generic test","greedy_max_and_elim_colors","tests/input/50_150n_90d.gsm",0,150,150,150.0,150,0.9,0.9,0.9,0.9,65.4146,107.952,86.7348,86.9409,56.0,62.0,59.04,59.0
"Generic test","greedy_color_swaps_and_elim_colors","tests/input/50_50n_10d.gsm",0,50,50,50.0,50,0.0996,0.0996,0.0996,0.0996,5.0632,11.8356,6.3549,5.9129,3.0,4.0,3.98,4.0
"Generic test","greedy_color_swaps_and_elim_colors","tests/input/50_50n_30d.gsm",0,50,50,50.0,50,0.3004,0.3004,0.3004,0.3004,9.2665,20.2779,11.2843,10.7955,6.0,8.0,7.04,7.0
"Generic test","greedy_color_swaps_and_elim_colors","tests/input/50_50n_50d.gsm",0,50,50,50.0,50,0.4996,0.4996,0.4996,0.4996,12.9028,25.3593,18.6755,18.568,9.0,11.0,10.52,11.0
"Generic test","greedy_color_swaps_and_elim_colors","tests/input/50_50n_70d.gsm",0,50,50,50.0,50,0.7004,0.7004,0.7004,0.7004,24.249,42.0091,34.7865,34.9741,14.0,16.0,14.98,15.0
"Generic test","greedy_color_swaps_and_elim_colors","tests/input/50_50n_90d.gsm",0,50,50,50.0,50,0.8996,0.8996,0.8996,0.8996,63.316,109.848,87.7096,87.9373,22.0,25.0,23.4,23.0
"Generic test","greedy_color_swaps_and_elim_colors","tests/input/50_100n_10d.gsm",0,100,100,100.0,100,0.1,0.1,0.1,0.1,19.5422,30.8234,24.8095,24.8445,5.0,6.0,5.36,5.0
"Generic test","greedy_color_swaps_and_elim_colors","tests/input/50_100n_30d.gsm",0,100,100,100.0,100,0.3,0.3,0.3,0.3,49.7676,67.9629,60.1974,60.7804,10.0,12.0,11.22,11.0
"Generic test","greedy_color_swaps_and_elim_colors","tests/input/50_100n_50d.gsm",0,100,100,100.0,100,0.5,0.5,0.5,0.5,98.8305,144.1312,123.1226,123.5922,17.0,19.0,17.54,18.0
"Generic test","greedy_color_swaps_and_elim_colors","tests/input/50_100n_70d.gsm",0,100,100,100.0,100,0.7,0.7,0.7,0.7,232.7034,321.5497,276.0913,277.217,24.0,28.0,25.72,26.0
"Generic test","greedy_color_swaps_and_elim_colors","tests/input/50_100n_90d.gsm",0,100,100,100.0,100,0.9,0.9,0.9,0.9,647.9146,1043.2517,857.6847,861.5529,37.0,44.0,40.62,41.0
"Generic test","greedy_color_swaps_and_elim_colors","tests/input/50_150n_10d.gsm",0,150,150,150.0,150,0.1,0.1,0.1,0.1,57.5265,98.9463,70.6322,68.6272,7.0,7.0,7.0,7.0
"Generic test","greedy_color_swaps_and_elim_colors","tests/input/50_150n_30d.gsm",0,150,150,150.0,150,0.3,0.3,0.3,0.3,162.4958,255.4151,194.8637,194.2893,14.0,16.0,15.16,15.0
"Generic test","greedy_color_swaps_and_elim_colors","tests/input/50_150n_50d.gsm",0,150,150,150.0,150,0.5,0.5,0.5,0.5,335.1072,492.4174,424.0495,425.0901,23.0,25.0,24.0,24.0
"Generic test","greedy_color_swaps_and_elim_colors","tests/input/50_150n_70d.gsm",0,150,150,150.0,150,0.7,0.7,0.7,0.7,786.8008,1175.1768,1039.2449,1045.4817,33.0,37.0,35.4,35.0
"Generic test","greedy_color_swaps_and_elim_colors","tests/input/50_150n_90d.gsm",0,150,150,150.0,150,0.9,0.9,0.9,0.9,2486.0853,3556.1506,3185.8295,3221.4133,53.0,58.0,56.4,57.0
"Generic test","merge_recolor_color_swaps","tests/input/50_50n_10d.gsm",0,50,50,50.0,50,0.0996,0.0996,0.0996,0.0996,3.2411,6.4174,4.62,4.5064,4.0,5.0,4.06,4.0
"Generic test","merge_recolor_color_swaps","tests/input/50_50n_30d.gsm",0,50,50,50.0,50,0.3004,0.3004,0.3004,0.3004,6.1902,12.257,8.3793,8.03,6.0,8.0,7.42,7.0
"Generic test","merge_recolor_color_swaps","tests/input/50_50n_50d.gsm",0,50,50,50.0,50,0.4996,0.4996,0.4996,0.4996,9.1895,22.3203,14.5194,13.8194,10.0,13.0,11.0,11.0
"Generic test","merge_recolor_color_swaps","tests/input/50_50n_70d.gsm",0,50,50,50.0,50,0.7004,0.7004,0.7004,0.7004,17.3208,35.6958,23.5331,23.2107,14.0,17.0,15.6,16.0
"Generic test","merge_recolor_color_swaps","tests/input/50_50n_90d.gsm",0,50,50,50.0,50,0.8996,0.8996,0.8996,0.8996,39.7783,66.8697,50.7313,50.396,23.0,25.0,23.92,24.0
"Generic test","merge_recolor_color_swaps","tests/input/50_100n_10d.gsm",0,100,100,100.0,100,0.1,0.1,0.1,0.1,12.4746,23.7747,17.1204,17.1661,5.0,6.0,5.94,6.0
"Generic test","merge_recolor_color_swaps","tests/input/50_100n_30d.gsm",0,100,100,100.0,100,0.3,0.3,0.3,0.3,38.7673,67.4046,47.9679,47.1007,11.0,13.0,11.8,12.0
"Generic test","merge_recolor_color_swaps","tests/input/50_100n_50d.gsm",0,100,100,100.0,100,0.5,0.5,0.5,0.5,68.5052,116.3074,94.1214,94.5508,17.0,20.0,18.34,18.0
"Generic test","merge_recolor_color_swaps","tests/input/50_100n_70d.gsm",0,100,100,100.0,100,0.7,0.7,0.7,0.7,123.5296,234.2611,184.4433,188.126,25.0,28.0,26.24,26.0
"Generic test","merge_recolor_color_swaps","tests/input/50_100n_90d.gsm",0,100,100,100.0,100,0.9,0.9,0.9,0.9,309.2654,624.3822,490.2642,493.715,38.0,44.0,41.12,41.0
"Generic test","merge_recolor_color_swaps","tests/input/50_150n_10d.gsm",0,150,150,150.0,150,0.1,0.1,0.1,0.1,34.997,58.405,46.7684,47.1882,7.0,8.0,7.42,7.0
"Generic test","merge_recolor_color_swaps","tests/input/50_150n_30d.gsm",0,150,150,150.0,150,0.3,0.3,0.3,0.3,112.43,193.2181,154.2825,153.648,15.0,17.0,15.92,16.0
"Generic test","merge_recolor_color_swaps","tests/input/50_150n_50d.gsm",0,150,150,150.0,150,0.5,0.5,0.5,0.5,200.8625,417.5982,330.3169,334.6759,24.0,26.0,25.02,25.0
"Generic test","merge_recolor_color_swaps","tests/input/50_150n_70d.gsm",0,150,150,150.0,150,0.7,0.7,0.7,0.7,481.612,895.8761,696.196,705.4189,35.0,38.0,36.4,36.0
"Generic test","merge_recolor_color_swaps","tests/input/50_150n_90d.gsm",0,150,150,150.0,150,0.9,0.9,0.9,0.9,1223.1404,2246.4464,1944.4288,1971.8929,55.0,60.0,57.18,57.0
